R,Vobs,Vgas,Vdisk,Vbulge
0.22,10.7,0.47,5.59,0.0
0.76,24.7,1.87,17.63,0.0
1.31,38.9,3.27,26.64,0.0
1.94,42.7,4.87,32.27,0.0
3.92,55.0,8.5,38.26,0.0
4.35,57.2,9.17,38.43,0.0
5.0,59.8,10.3,39.09,0.0
5.05,62.5,10.4,39.06,0.0
5.83,61.8,12.1,38.38,0.0
6.09,64.4,12.72,38.13,0.0
6.74,67.2,14.18,39.23,0.0
7.29,69.9,15.33,36.96,0.0
