R,Vobs,Vgas,Vdisk,Vbulge
1.31,12.0,4.66,11.06,0.0
2.63,21.7,9.66,16.85,0.0
3.93,28.6,13.79,23.41,0.0
5.24,29.5,16.46,24.18,0.0
6.55,28.6,18.52,23.59,0.0
7.87,27.3,20.17,23.33,0.0
