R,Vobs,Vgas,Vdisk,Vbulge
1.95,32.0,7.85,23.82,0.0
3.88,57.6,15.1,35.57,0.0
5.83,70.9,20.84,33.21,0.0
7.78,77.0,25.68,32.58,0.0
9.72,82.5,29.5,31.97,0.0
11.66,84.3,30.81,29.08,0.0
13.59,83.9,28.8,26.58,0.0
