R,Vobs,Vgas,Vdisk,Vbulge
0.42,35.7,-1.7,15.39,0.0
1.47,83.3,-4.3,40.7,0.0
2.11,94.2,-3.8,48.7,0.0
2.84,97.6,-0.8,53.6,0.0
3.9,101.0,5.9,57.61,0.0
4.74,105.0,10.47,63.1,0.0
5.69,106.0,13.24,67.96,0.0
6.32,108.0,14.88,69.85,0.0
7.37,110.0,17.96,72.36,0.0
8.21,112.0,20.83,72.55,0.0
9.16,113.0,23.19,73.73,0.0
10.85,114.0,26.37,73.37,0.0
12.21,114.0,28.32,69.96,0.0
15.16,114.0,33.04,63.57,0.0
