R,Vobs,Vgas,Vdisk,Vbulge
0.22,12.4,0.92,38.29,0.0
0.78,37.5,2.67,85.69,0.0
1.33,56.5,3.9,104.0,0.0
2.33,69.1,5.34,114.45,0.0
3.44,85.5,7.09,107.32,0.0
3.78,87.1,7.29,103.7,0.0
4.77,105.0,8.42,92.03,0.0
5.44,112.0,8.94,86.43,0.0
6.11,116.0,9.45,81.42,0.0
7.22,124.0,10.47,76.23,0.0
9.33,135.0,11.28,68.45,0.0
11.1,140.0,11.8,64.24,0.0
15.55,144.0,11.28,55.43,0.0
