R,Vobs,Vgas,Vdisk,Vbulge
0.42,14.2,4.87,4.78,0.0
1.26,28.6,13.14,10.76,0.0
2.11,41.0,19.65,13.6,0.0
2.96,49.0,22.42,13.29,0.0
3.79,54.8,22.82,12.56,0.0
4.65,56.4,21.37,12.33,0.0
5.48,57.8,18.73,12.04,0.0
6.33,56.5,16.75,10.62,0.0
