R,Vobs,Vgas,Vdisk,Vbulge
0.64,12.4,1.18,13.56,0.0
1.18,21.9,1.55,21.17,0.0
1.8,32.3,1.6,27.72,0.0
2.03,37.9,1.54,29.76,0.0
2.78,53.1,1.46,36.4,0.0
3.0,62.4,1.62,38.08,0.0
3.64,68.0,2.96,42.4,0.0
4.19,78.0,5.28,45.43,0.0
4.6,82.3,6.86,46.43,0.0
5.14,85.7,8.92,47.19,0.0
5.39,85.5,9.95,47.91,0.0
6.31,89.5,14.48,50.48,0.0
9.1,95.2,26.69,51.31,0.0
10.17,97.5,29.9,52.01,0.0
11.99,101.0,33.72,51.6,0.0
14.02,107.0,36.41,50.13,0.0
15.94,117.0,38.69,49.27,0.0
17.98,120.0,39.0,48.97,0.0
