R,Vobs,Vgas,Vdisk,Vbulge
0.76,15.1,0.58,17.55,0.0
1.51,28.0,10.02,30.38,0.0
2.27,37.6,14.0,35.0,0.0
3.03,47.9,14.92,36.8,0.0
3.78,58.8,19.48,36.55,0.0
