R,Vobs,Vgas,Vdisk,Vbulge
0.08,5.11,1.47,3.91,0.0
0.24,10.8,4.46,8.92,0.0
0.4,17.3,7.28,9.95,0.0
0.57,20.8,9.38,9.7,0.0
0.73,20.8,10.63,9.13,0.0
0.89,22.9,11.34,8.44,0.0
1.05,24.3,11.95,7.79,0.0
1.21,24.2,12.36,7.22,0.0
