R,Vobs,Vgas,Vdisk,Vbulge
0.33,12.2,3.43,9.04,0.0
0.66,19.4,3.44,13.22,0.0
1.0,23.9,5.29,17.22,0.0
1.33,26.0,8.85,17.5,0.0
1.67,28.2,11.12,17.11,0.0
2.0,30.6,13.66,16.29,0.0
2.32,33.1,14.34,16.35,0.0
