R,Vobs,Vgas,Vdisk,Vbulge
0.51,8.54,3.47,6.36,0.0
1.02,15.1,5.33,8.66,0.0
1.53,19.8,6.34,9.09,0.0
2.04,21.9,6.86,8.75,0.0
2.56,24.0,7.05,8.17,0.0
3.07,25.0,7.04,7.65,0.0
