R,Vobs,Vgas,Vdisk,Vbulge
0.39,17.4,-1.11,12.25,0.0
1.18,46.3,-2.76,28.99,0.0
1.95,69.1,-2.63,34.78,0.0
2.74,85.2,-0.03,37.08,0.0
3.53,93.2,3.84,41.2,0.0
4.3,100.0,7.34,44.37,0.0
5.09,108.0,9.92,45.35,0.0
5.87,112.0,12.15,44.94,0.0
6.4,113.0,13.65,45.12,0.0
7.44,113.0,17.06,45.76,0.0
8.21,112.0,19.87,46.01,0.0
9.0,111.0,22.99,44.52,0.0
9.72,111.0,26.1,43.69,0.0
11.79,113.0,34.23,40.77,0.0
17.63,118.0,36.03,33.12,0.0
