R,Vobs,Vgas,Vdisk,Vbulge
0.87,27.3,3.85,86.56,0.0
1.74,52.7,8.29,117.08,0.0
2.71,69.2,12.5,131.94,0.0
3.58,83.5,15.95,142.69,0.0
4.45,95.9,20.91,152.97,0.0
5.32,110.0,21.98,140.24,0.0
