R,Vobs,Vgas,Vdisk,Vbulge
0.93,40.5,9.26,50.64,0.0
1.94,53.9,16.49,55.16,0.0
2.87,73.0,21.98,56.07,0.0
3.72,78.4,25.0,55.82,0.0
4.47,79.3,28.23,53.8,0.0
5.16,81.1,30.82,51.88,0.0
